,input,output,gt
619,619," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Yall I have 2 midterms tomorrow, Ive been stud...
reframed_text          I know that for the next midterms I will be be...
strategy                                ['optimism', 'self_affirmation']
original_with_label    Yall I have 2 midterms tomorrow, Ive been stud...
Name: 619, dtype: object"
620,620," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          If today was Friday I would just throw my arms...
reframed_text          Even if today is not Friday it will soon be an...
strategy                                                    ['optimism']
original_with_label    If today was Friday I would just throw my arms...
Name: 620, dtype: object"
621,621," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          How I'm going to remember all of this informat...
reframed_text          I will study hard so that I can remember all t...
strategy                                                    ['optimism']
original_with_label    How I'm going to remember all of this informat...
Name: 621, dtype: object"
622,622," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm afraid to pay this money because they're n...
reframed_text          Nobody should pay money without answers... tha...
strategy                                                ['neutralizing']
original_with_label    I'm afraid to pay this money because they're n...
Name: 622, dtype: object"
623,623," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Nobody will ever understand how bad I just wan...
reframed_text          I am a really busy person, and sometimes I wis...
strategy                                    ['neutralizing', 'optimism']
original_with_label    Nobody will ever understand how bad I just wan...
Name: 623, dtype: object"
624,624," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          It needs to start raining, So I can figure out...
reframed_text          Once it starts raining, I can figure out some ...
strategy                                          ['growth', 'optimism']
original_with_label    It needs to start raining, So I can figure out...
Name: 624, dtype: object"
625,625," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          We leave for vacation in 11 days. It might see...
reframed_text          I leave for vacation in 11 days. I have a lot ...
strategy                                                    ['optimism']
original_with_label    We leave for vacation in 11 days. It might see...
Name: 625, dtype: object"
626,626," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm really starting to hate my program in coll...
reframed_text          I'm not liking my program in college right now...
strategy                                    ['neutralizing', 'optimism']
original_with_label    I'm really starting to hate my program in coll...
Name: 626, dtype: object"
627,627," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          So nervous. Have to only miss 2 problems out o...
reframed_text          Thinking about my exams today but I know I can...
strategy                                            ['self_affirmation']
original_with_label    So nervous. Have to only miss 2 problems out o...
Name: 627, dtype: object"
628,628," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I feel awkward gettin a u pick 2 at Panera cau...
reframed_text          It's so cool that I can get a salad and mac n ...
strategy                                    ['optimism', 'thankfulness']
original_with_label    I feel awkward gettin a u pick 2 at Panera cau...
Name: 628, dtype: object"
629,629," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Graduation is in 101 days Where has the past 4...
reframed_text          As my graduation approaches, I hope the future...
strategy                                          ['growth', 'optimism']
original_with_label    Graduation is in 101 days Where has the past 4...
Name: 629, dtype: object"
630,630," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          That final qtr was very stressful and not idea...
reframed_text          That final period could have been more relaxed...
strategy                                                ['neutralizing']
original_with_label    That final qtr was very stressful and not idea...
Name: 630, dtype: object"
631,631," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Its getting to that point in the school year w...
reframed_text          Even copying someone's homework requires too m...
strategy                                                      ['growth']
original_with_label    Its getting to that point in the school year w...
Name: 631, dtype: object"
632,632," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          The AC was broken, I couldn't use my phone bec...
reframed_text          I hope the problems with the AC is fixed so th...
strategy                                                ['impermanence']
original_with_label    The AC was broken, I couldn't use my phone bec...
Name: 632, dtype: object"
633,633," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Feel like putting on my head phones and drowni...
reframed_text          Even though I'm overwhelmed at the moment, I k...
strategy                                                      ['growth']
original_with_label    Feel like putting on my head phones and drowni...
Name: 633, dtype: object"
634,634," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Doing marketing homework at work, it's a probl...
reframed_text          Doing marketing homework at work, it's a probl...
strategy                                                ['impermanence']
original_with_label    Doing marketing homework at work, it's a probl...
Name: 634, dtype: object"
635,635," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Pass me the wine  hope the dunk has LARGE LARG...
reframed_text                      Could go for some nice wine right now
strategy                                                ['neutralizing']
original_with_label    Pass me the wine  hope the dunk has LARGE LARG...
Name: 635, dtype: object"
636,636," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm recognizing that this is a result of m own...
reframed_text          I know that sometimes I will fail and that's o...
strategy                                      ['growth', 'impermanence']
original_with_label    I'm recognizing that this is a result of m own...
Name: 636, dtype: object"
637,637," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Starting to get about this job opportunity, re...
reframed_text          Now I can take advantage of this job opportuni...
strategy                                                ['neutralizing']
original_with_label    Starting to get about this job opportunity, re...
Name: 637, dtype: object"
638,638," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Say what you want to say about me. I dont fric...
reframed_text          Feeling self-worth. I care about what I think ...
strategy                                            ['self_affirmation']
original_with_label    Say what you want to say about me. I dont fric...
Name: 638, dtype: object"
639,639," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Keeping a level head is hard when everything a...
reframed_text          I know it's hard but I'm sure better days are ...
strategy                                                    ['optimism']
original_with_label    Keeping a level head is hard when everything a...
Name: 639, dtype: object"
640,640," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I super badly need to get away for a month and...
reframed_text          I have the capacity to choose the direction of...
strategy                                            ['self_affirmation']
original_with_label    I super badly need to get away for a month and...
Name: 640, dtype: object"
641,641," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I just wanna go for a long drive, with the win...
reframed_text          It would do me a lot of good to take a long tr...
strategy                                                ['neutralizing']
original_with_label    I just wanna go for a long drive, with the win...
Name: 641, dtype: object"
642,642," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm sick with anxiety. Can't sleep. Why do the...
reframed_text          I can't sleep because of my anxiety. I feel li...
strategy                                            ['self_affirmation']
original_with_label    I'm sick with anxiety. Can't sleep. Why do the...
Name: 642, dtype: object"
643,643," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I don't like how I already know how terrible t...
reframed_text          I feel like this week isn’t going to go well b...
strategy                                    ['neutralizing', 'optimism']
original_with_label    I don't like how I already know how terrible t...
Name: 643, dtype: object"
644,644," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Currently hating my life due to having not one...
reframed_text          Looking forward to Tuesday, since my finals ar...
strategy                                            ['self_affirmation']
original_with_label    Currently hating my life due to having not one...
Name: 644, dtype: object"
645,645," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          It sucks not knowing what you want to do with ...
reframed_text          Even though I'm not sure what to do after grad...
strategy                                    ['optimism', 'thankfulness']
original_with_label    It sucks not knowing what you want to do with ...
Name: 645, dtype: object"
646,646," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Physically sick Im missn trainn tonight! Week ...
reframed_text          Even though I have to miss training tonight, I...
strategy                                            ['self_affirmation']
original_with_label    Physically sick Im missn trainn tonight! Week ...
Name: 646, dtype: object"
647,647," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          An 18 hour day powered by 3 hours of sleep = o...
reframed_text          I hope I get home early and have a good night'...
strategy                                    ['optimism', 'thankfulness']
original_with_label    An 18 hour day powered by 3 hours of sleep = o...
Name: 647, dtype: object"
648,648," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm seriously waiting til the very last second...
reframed_text          I need to learn how to manage deadlines better...
strategy                                                      ['growth']
original_with_label    I'm seriously waiting til the very last second...
Name: 648, dtype: object"
649,649," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This whole editing my essat thing sucks especi...
reframed_text          Sometimes we need to accept that people won't ...
strategy                                      ['growth', 'neutralizing']
original_with_label    This whole editing my essat thing sucks especi...
Name: 649, dtype: object"
650,650," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Literally felt like I couldn't breath. Not sur...
reframed_text          Midterms and the breakup are stressing me out,...
strategy                                                      ['growth']
original_with_label    Literally felt like I couldn't breath. Not sur...
Name: 650, dtype: object"
651,651," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Could think of better places I should be today...
reframed_text          When I finish what I have to do, I will be abl...
strategy                                                    ['optimism']
original_with_label    Could think of better places I should be today...
Name: 651, dtype: object"
652,652," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Im stressing out so bad about school. I have a...
reframed_text          Im worried about the exam that is coming up bu...
strategy                                ['optimism', 'self_affirmation']
original_with_label    Im stressing out so bad about school. I have a...
Name: 652, dtype: object"
653,653," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This week is so hectic! Midterms, work nd movi...
reframed_text          Even thought I'm tired, I know that after this...
strategy                                    ['impermanence', 'optimism']
original_with_label    This week is so hectic! Midterms, work nd movi...
Name: 653, dtype: object"
654,654," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm tired of being in the way and doing things...
reframed_text          Now I have difficulty making things right but ...
strategy                                                      ['growth']
original_with_label    I'm tired of being in the way and doing things...
Name: 654, dtype: object"
655,655," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This growing up thing is way harder than what ...
reframed_text          Growing up is harder than what my parents told...
strategy                                                    ['optimism']
original_with_label    This growing up thing is way harder than what ...
Name: 655, dtype: object"
656,656," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I rly hope $66 worth of make up wasn't stolen ...
reframed_text          I have my fingers crossed that my makeup packa...
strategy                                    ['impermanence', 'optimism']
original_with_label    I rly hope $66 worth of make up wasn't stolen ...
Name: 656, dtype: object"
657,657," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Cutting down on alcohol has been a lot harder ...
reframed_text          It’s hard not to drink but it has so many amaz...
strategy                                    ['optimism', 'thankfulness']
original_with_label    Cutting down on alcohol has been a lot harder ...
Name: 657, dtype: object"
658,658," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          So stressed with assignments, plus finals in l...
reframed_text          I am a bit stressed about all the assignments,...
strategy                                    ['neutralizing', 'optimism']
original_with_label    So stressed with assignments, plus finals in l...
Name: 658, dtype: object"
659,659," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Can't believe it's finally here First exam day...
reframed_text          I am confident I will pass this exam and if no...
strategy                                                      ['growth']
original_with_label    Can't believe it's finally here First exam day...
Name: 659, dtype: object"
660,660," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          There comes a time during the semester when I ...
reframed_text                                 Only 35 days until summer!
strategy                    ['impermanence', 'neutralizing', 'optimism']
original_with_label    There comes a time during the semester when I ...
Name: 660, dtype: object"
661,661," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          The noisy visitors to need to fuck off before ...
reframed_text          Visitors are supposed to be noisy so no need t...
strategy                                                ['neutralizing']
original_with_label    The noisy visitors to need to fuck off before ...
Name: 661, dtype: object"
662,662," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          student loans: finding a way to fuck you up, f...
reframed_text          I hope I am able to find a way to repay the st...
strategy                                                    ['optimism']
original_with_label    student loans: finding a way to fuck you up, f...
Name: 662, dtype: object"
663,663," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Thinking of taking bets when this little lady ...
reframed_text          I am so excited about my little girl being bor...
strategy                                                    ['optimism']
original_with_label    Thinking of taking bets when this little lady ...
Name: 663, dtype: object"
664,664," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I hate being sick. I hate cadaver lab. I hate ...
reframed_text          I'm sick and tired but this will be over soon ...
strategy                                    ['impermanence', 'optimism']
original_with_label    I hate being sick. I hate cadaver lab. I hate ...
Name: 664, dtype: object"
665,665," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I have a test today in geometry and it is goin...
reframed_text          I have an important test today, I'm sure I wil...
strategy                          ['growth', 'neutralizing', 'optimism']
original_with_label    I have a test today in geometry and it is goin...
Name: 665, dtype: object"
666,666," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          The amount of times I've thought about droppin...
reframed_text          When I think about giving up on school then I ...
strategy                                                      ['growth']
original_with_label    The amount of times I've thought about droppin...
Name: 666, dtype: object"
667,667," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I really wish my peers would realize managing ...
reframed_text          I hope I get another colleague to handle the w...
strategy                                                    ['optimism']
original_with_label    I really wish my peers would realize managing ...
Name: 667, dtype: object"
668,668," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Tried rebooking website, got an error, called,...
reframed_text          Even though I've been on hold trying to get in...
strategy                          ['growth', 'optimism', 'thankfulness']
original_with_label    Tried rebooking website, got an error, called,...
Name: 668, dtype: object"
669,669," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This is absolutely stupid. New Years Resolutio...
reframed_text          Unfortunately, a New Year's resolution brought...
strategy                                                ['impermanence']
original_with_label    This is absolutely stupid. New Years Resolutio...
Name: 669, dtype: object"
670,670," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I just had a hard 12 hours, first I'm told tha...
reframed_text          I have to move out of my house, hopefully this...
strategy                                                    ['optimism']
original_with_label    I just had a hard 12 hours, first I'm told tha...
Name: 670, dtype: object"
671,671," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          can we just go one day without arguing or look...
reframed_text             Its not good for us to argue with one another.
strategy                                                ['neutralizing']
original_with_label    can we just go one day without arguing or look...
Name: 671, dtype: object"
672,672," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Going to the uni for the first lecture of the ...
reframed_text          Even though I don't like Economics, I will be ...
strategy                                            ['self_affirmation']
original_with_label    Going to the uni for the first lecture of the ...
Name: 672, dtype: object"
673,673," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          How bloody stressful is moving house!! Jesus C...
reframed_text          It is stressful moving houses! But we got a lo...
strategy                                    ['neutralizing', 'optimism']
original_with_label    How bloody stressful is moving house!! Jesus C...
Name: 673, dtype: object"
674,674," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Stress. Stress. Stress. I don't need no more s...
reframed_text          Completely stressed, but I know in a few days ...
strategy                                                ['impermanence']
original_with_label    Stress. Stress. Stress. I don't need no more s...
Name: 674, dtype: object"
675,675," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Are you a stressed overwhelmed mum? Free video...
reframed_text                        Free calming tips for stressed mums
strategy                                                ['neutralizing']
original_with_label    Are you a stressed overwhelmed mum? Free video...
Name: 675, dtype: object"
676,676," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          No ending of enquiries calls and unreplied ema...
reframed_text          I know I’m more productive when I take calls a...
strategy                                            ['self_affirmation']
original_with_label    No ending of enquiries calls and unreplied ema...
Name: 676, dtype: object"
677,677," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This week is gonna suck: basketball game, proj...
reframed_text          Excited about this week, lots of activities to...
strategy                                                    ['optimism']
original_with_label    This week is gonna suck: basketball game, proj...
Name: 677, dtype: object"
678,678," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Fell down the stairs at my apartment today. So...
reframed_text          Even though I fell in my apartment today, I wo...
strategy                                          ['growth', 'optimism']
original_with_label    Fell down the stairs at my apartment today. So...
Name: 678, dtype: object"
679,679," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Look and feel like crap but I got up and went ...
reframed_text          I did an amazing job getting to class tody eve...
strategy                                          ['growth', 'optimism']
original_with_label    Look and feel like crap but I got up and went ...
Name: 679, dtype: object"
680,680," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          When studying brings you to tears.. Does that ...
reframed_text          Crying while studying is not something I enjoy...
strategy                                                ['impermanence']
original_with_label    When studying brings you to tears.. Does that ...
Name: 680, dtype: object"
681,681," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I fell asleep and woke up freaking out thinkin...
reframed_text          I feel asleep and woke up afraid that I was la...
strategy                                    ['optimism', 'thankfulness']
original_with_label    I fell asleep and woke up freaking out thinkin...
Name: 681, dtype: object"
682,682," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Online don't piss me off, please kindly fuck o...
reframed_text          I want to be left alone for a bit then I’ll be...
strategy                                          ['growth', 'optimism']
original_with_label    Online don't piss me off, please kindly fuck o...
Name: 682, dtype: object"
683,683," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Who let me think it was a good idea to work fu...
reframed_text          My life is busy but at least it can teach me t...
strategy                                                      ['growth']
original_with_label    Who let me think it was a good idea to work fu...
Name: 683, dtype: object"
684,684," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Why can't it be home time now  working ruins l...
reframed_text                          Excited to be off work and in bed
strategy                                                    ['optimism']
original_with_label    Why can't it be home time now  working ruins l...
Name: 684, dtype: object"
685,685," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Taking care of both parents while their sick, ...
reframed_text          Taking care of my parents while I take care of...
strategy                                          ['growth', 'optimism']
original_with_label    Taking care of both parents while their sick, ...
Name: 685, dtype: object"
686,686," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          When you spend your whole day studying and you...
reframed_text          Studying takes time, so the more I understand,...
strategy                                      ['growth', 'impermanence']
original_with_label    When you spend your whole day studying and you...
Name: 686, dtype: object"
687,687," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          After 2 days I still don't have my luggage. Fe...
reframed_text          Having a vacation is good, even if I don’t hav...
strategy                                    ['optimism', 'thankfulness']
original_with_label    After 2 days I still don't have my luggage. Fe...
Name: 687, dtype: object"
688,688," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Alright who allowed me to be an adult this is ...
reframed_text          Being an adult means having many responsibilit...
strategy                                                ['neutralizing']
original_with_label    Alright who allowed me to be an adult this is ...
Name: 688, dtype: object"
689,689," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          So got to the guesthouse house at half 4, and ...
reframed_text          Didn’t get to sleep much but at least I had so...
strategy                                    ['neutralizing', 'optimism']
original_with_label    So got to the guesthouse house at half 4, and ...
Name: 689, dtype: object"
690,690," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Saw 50 Shades of Grey and 50 Darker, now I got...
reframed_text          It won't be long until I can watch the third 5...
strategy                                                ['impermanence']
original_with_label    Saw 50 Shades of Grey and 50 Darker, now I got...
Name: 690, dtype: object"
691,691," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Whatever. You know you love it. RT: I hate whe...
reframed_text                            You know you love it I am also.
strategy                                                ['neutralizing']
original_with_label    Whatever. You know you love it. RT: I hate whe...
Name: 691, dtype: object"
692,692," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Here's a tip for you all. Don't take Anatomy, ...
reframed_text          If I were to share a tip with you, I'd advise ...
strategy                                                ['neutralizing']
original_with_label    Here's a tip for you all. Don't take Anatomy, ...
Name: 692, dtype: object"
