,input,output,gt
648,I'm seriously waiting til the very last second to do this paper Meaning I'm going to finish around 11:58 tomorrow night.,It's a stressful time but when I finish I'll be able to enjoy my last minute,"I need to learn how to manage deadlines better, so I can be more productive."
649,This whole editing my essat thing sucks especially when someone who was supposed to look it over didnt. thisisworthmygrade,editing my thing is hard but I know best skills to work in this way.,"Sometimes we need to accept that people won't always do what they're supposed to do, and you'll need to deal with that."
650,Literally felt like I couldn't breath. Not sure if it's midterms or me still coping with this breakup sad heartbroken,"I'm having a hard time balancing schoolwork with my breakup and going to pull through it, but I'm sure I will get a second wind soon.","Midterms and the breakup are stressing me out, so I'm going to do some de-stressing activities."
651,Could think of better places I should be today but instead im sat in this library looking at a blank screen,I'm looking forward to better places to be today.,"When I finish what I have to do, I will be able to leave this library and go to a place that makes me feel better. Just a little more work and everything will be over."
652,"Im stressing out so bad about school. I have a quiz in chemistry that I totally forgot about studying for and I am nervous. Yet, I know its not going to affect my grade too bad. Just","This school is making me feel like it is not important for my grades, so I should learn to study first.",Im worried about the exam that is coming up but if I do the best I can I could still pass
653,"This week is so hectic! Midterms, work nd moving all at once ugh! packing Tired :(",This week has been hectic! I'm working so hard I hope my grades don't take up too much.,"Even thought I'm tired, I know that after this week is over I'm going to be free and less stressed."
654,I'm tired of being in the way and doing things wrong. And my whisper is apparently not quiet enough.,"I'm tired of being in the way, and doing things wrong. I'm going to learn to ignore it.",Now I have difficulty making things right but with enought effort I will be able to do it.
655,This growing up thing is way harder than what my parents told me it would be.,"Growing up is harder than what my parents told me growing up, but I'm thankful that I have my parents who are there to help me.","Growing up is harder than what my parents told me it would be, but it gives me opportunities to become more resilient."
656,I rly hope $66 worth of make up wasn't stolen off my doorstep or delivered to the wrong house by the dumb mailman,I hope to find and get to the person who did the actual dress.,I have my fingers crossed that my makeup package is still at the post office and will be delivered in this week.
657,Cutting down on alcohol has been a lot harder than I thought it was going to be. NeedADrink WontHaveOneDoe,"I've cut down alcohol in the past, but it's been a lot of hard work. I'm going to go do something about it.",It’s hard not to drink but it has so many amazing health benifits.
658,"So stressed with assignments, plus finals in less than 2 weeks and I have to get all C+ or better collegeproblems","This stress is giving me a chance to learn how to manage my time better, and improve my grades.","I am a bit stressed about all the assignments, finals and getting C+ but I have the confidence that I can pull through it easily."
659,Can't believe it's finally here First exam day!! Oh my god Really going to need a miracle to pass!!,"I believe it's the first exam day, and it's almost here, But I'm glad it's almost here, and I've got it done.",I am confident I will pass this exam and if not I will learn of my error and do it again!
660,There comes a time during the semester when I start counting down the days until summer That would be today,"There’s only one day left until summer and that's not good, but I’m fine just to get going on.",Only 35 days until summer!
661,The noisy visitors to need to fuck off before I hurt them. Just saying. I wouldn't fuck with me right now.,"The noisy visitors to need to get away, might be annoying but it will be a great day for my friend.",Visitors are supposed to be noisy so no need to stress about it.
662,"student loans: finding a way to fuck you up, fuck you over, fuck you down in every shape or form. fuck you too, assholes.","I am a student and looking for debt payments, I will not settle for this.",I hope I am able to find a way to repay the student loans quickly so that I can start saving for the future.
663,Thinking of taking bets when this little lady is going to arrive. 40+5 now!!! help PregnancyProblems overdue,I'm betting a lady would arrive which is good since the issues haven't been resolved yet.,I am so excited about my little girl being born soon.
664,I hate being sick. I hate cadaver lab. I hate waking up at 7am on a Sunday to study. crabby,I hate being sick. I hate waking up at 7am on a Sunday to study. But at least I get to go home on a Sunday.,I'm sick and tired but this will be over soon and then I can relax.
665,I have a test today in geometry and it is going towards 4th marking period if I fail I just quit is class,"I have a test today in geometry, but it's going to be a fun day.","I have an important test today, I'm sure I will ace it but if not at least I know what not to do for next time."
666,The amount of times I've thought about dropping out of school this semester is at an all-time high. STRESSED,"It is now going to be an extremely stressful semester, with a lot of expectations for the end of the semester.","When I think about giving up on school then I remember that after it, I will be more knowledgeable."
667,I really wish my peers would realize managing private pay services for 13 different hospitals by myself is hard. gettingbehind,I think my peers would realize that I have to do a lot of things other than my own hospital.,I hope I get another colleague to handle the workload that my peers are giving to me.
668,"Tried rebooking website, got an error, called, got disconnected at 123 minutes, cried, was told to DM, 6 hours in to this ordeal and Im so . Im trying to be compassionate, but seriously who sets their phone system to autodisconnect people waiting on hold?","People go through difficult situations where they don’t have to be grateful for a response, just like me.","Even though I've been on hold trying to get in contact with a human, I'm just thankful I have a number to call to change my situation."
669,This is absolutely stupid. New Years Resolution to say yes more has been nothing but trouble.,The good thing about the New Year because it means that I will get to see my family again.,"Unfortunately, a New Year's resolution brought with it several problems."
670,"I just had a hard 12 hours, first I'm told that I have to move out of my house within a month o I have to find a new place :( fml","I have to change my room from the one I was at home to one that is my own, it won't be long until I can get a new place.","I have to move out of my house, hopefully this has a good outcome in the end, and I find a place I like more"
671,can we just go one day without arguing or looking for something to bitch about? ?,I am going to make some tough arguments and make the best of my time.,Its not good for us to argue with one another.
672,Going to the uni for the first lecture of the year. Economics! What a way to start a year And I'm sick!,"This is the first of the economics lectures, and I'm sick. I won't get any better.","Even though I don't like Economics, I will be able to study hard because I am a strong willed person."
673,How bloody stressful is moving house!! Jesus Christ!! Can't believe how much stuff we got!,This was our last moving house and we have lots of room to live in,It is stressful moving houses! But we got a lot of stuff to our new house!
674,"Stress. Stress. Stress. I don't need no more stress. Don't bring me no more stress, put it all to rest. myremix",Im stressed but luckily I have a coping skillset that will get me through this stress.,"Completely stressed, but I know in a few days it will pass"
675,Are you a stressed overwhelmed mum? Free video to create calm in under 5 mintues!,"It is necessary to take time to talk to a support person, to make sure the situation improves.",Free calming tips for stressed mums
676,No ending of enquiries calls and unreplied emails ! Seriously feel like digging a hole and hide in it sua !,I hope I have answers to the inquiries that I would like to get done about tomorrow.,I know I’m more productive when I take calls and do my job even when I don’t see an end.
677,"This week is gonna suck: basketball game, project, pomps, homecoming hours.good thing I don't have any exams this week.","This week is going to suck, but I have a lot of commitments this week. This won't be easy, but I'll be able to pull through.","Excited about this week, lots of activities to look forward to basketball game, project, pomps etc cannot wait, and i don't have any exams!"
678,Fell down the stairs at my apartment today. So yeah how my day is going lolatmylife,Hopefully my day is going to be great!,"Even though I fell in my apartment today, I won't let that ruin my day."
679,Look and feel like crap but I got up and went to class so at least I have that going for me SoTired SoSore,I got up and went to class so at least I have that going for me.,I did an amazing job getting to class tody even though I felt really crap. Going to pass all my classes.
680,When studying brings you to tears.. Does that mean you're doing it right or wrong? seminarylife hebrew NT midterms,I'm thankful that I study every day to make my exams better.,"Crying while studying is not something I enjoy, but I know that behind home sacrifice there are benefits."
681,I fell asleep and woke up freaking out thinking I was late for work It's not even midnight and I get up at 6:00. GoodnessMe.,I'm glad I could sleep earlier than 6:00 a.m. I guess I can say I'm late for work now.,"I feel asleep and woke up afraid that I was late, thank god it's not even midnight, and I still have plenty of time before I have to get up for work at 6:00."
682,"Online don't piss me off, please kindly fuck off the other direction, I'm not in the mood. //Sowwy. Tired","ive got to stop complaining, I will make sure it's over.",I want to be left alone for a bit then I’ll be excited to socialise again.
683,"Who let me think it was a good idea to work full time, go back to school full time, and plan a wedding all at once???","Although it was a tough job to work full time and go back to school, I believe in the future I have the right to plan a wedding.",My life is busy but at least it can teach me time management skills.
684,Why can't it be home time now  working ruins lives fact want/need my bed n a humongous glass of stressed loads 2 do and no time to do it!,I can't wait to finish settling my affairs so that I can go back to my bed and have a good night's rest.,Excited to be off work and in bed
685,"Taking care of both parents while their sick, dealing with 2 dogs, a 14 year old, and starting classes this week is having me on the verge of a mental breakdown","It's hard caring for both parents, but I'm sure I'm getting along better with the kids' and going to school as soon as possible.",Taking care of my parents while I take care of the rest of my responsibilities shows me that I’m someone who doesn’t give up easily.
686,When you spend your whole day studying and you still don't finish what you were supposed to finish :( feelshorrible whatdoido,I spent the day studying but I will complete my work on time.,"Studying takes time, so the more I understand, the more time I have to do more things."
687,"After 2 days I still don't have my luggage. Feels like I didn't even go on holiday, what a waste of time","It ‘s bad that I didn’t go on a holiday, but I hope I am in a better frame of mind going forward.","Having a vacation is good, even if I don’t have my luggage yet"
688,Alright who allowed me to be an adult this is not a good idea this is a lot of responsibility how about no,this adult world is messy but it shouldn't be so bad.,Being an adult means having many responsibilities!
689,"So got to the guesthouse house at half 4, and decided to take a few minutes to reflect on the days bullshit. Woke up at 7:30 &tired","I need to get my time to take care of my guests, so I can have a long rest and have energy!",Didn’t get to sleep much but at least I had some time to reflect.
690,"Saw 50 Shades of Grey and 50 Darker, now I gotta wait til 2018 for the third movie",I just have to wait for the next movie to be seen.,It won't be long until I can watch the third 50 Shades movie!
691,Whatever. You know you love it. RT: I hate when tries to talk dirty to me..,I hope I will keep trying to talk to people who love me.,You know you love it I am also.
692,"Here's a tip for you all. Don't take Anatomy, Physics, Organic Chem, Art, and Comp 2 in the same semester.","Anatomy and/or neither are helping with my life, so I'm going to practice my skills.","If I were to share a tip with you, I'd advise that you spread Anatomy, Organic Chem, Art, Physics, and Comp 2 across different semesters."
693,Why everyone trying to talk to me tonight? I have work to do!!! ugh when im bored my phone is mute!,"I'm so bored I'm not sure why everyone trying to talk to me. I have work to do, and I want to be on the phone.","Time to put my phone on silent, so I can get my work done!"
694,Golfed really well. A 82 with three 6s. came home and opened my mouth the wrong way. I really do need to learn to smarten up.,ive learned that golf should always just be a means to get the best of others and improve my game; that's all I will need.,"I did such an amazing job at golf today, pretty good."
695,Realizing more and more that the class schedule I have makes it difficult to have time for homework.,I hope to be done with my homework soon so that I can have some peace of mind.,My class schedule makes it difficult to have time for homework. I'm looking at what I can drop in my life for more time.
696,This game is weakening my immune system I can't handle this!! I'm getting sick!!! GOBUCKS,Very happy to be watching this game,"This game is affecting my health, I'm going to take better care of myself!"
697,"I completely underestimated how hard it is to go to school, have a job and have time for family and friends",I'm not sure how the school can cope with all these issues.,"Time to learn to manage my time between school, family, friends, and my job."
698,Gotta serve fed next week my grades ain't A1 n prolly two days of Iss Monday n Tuesday Stressed,I'm pretty sure that in the next two days I will be more prepared for my exams.,Going to try to get my grades up or at least get through Monday n Tuesday
699,I never realize how crazy I am until I run out of my Paxil  craycray,I need to stop worrying about things and live my best.,"It's time for me to get some more pexil, then I'll go back to being happy."
700,So I have to leave my double bed to a shitty single bed cos my roofs gunna fall down,"It’s time to start to think about what my choices could be, especially in view of my new home.",I have to switch to a single bed but I'm thankful I have a bed
701,"Work, work, work! Major work overload! Starting to forget what a life really is! Give me a break! tired","It’s work, work, work! But I am thankful for this.","Need to ensure a good work-life balance. After all, there is more to life than just work."
702,Let a mf come at me stupid today! You WILL get smacked tf up! !,"I'm going to let a mf come at me. It's a great start, and I think it'll be a great day!",Let a come at me stupid today hope don't happen again.
703,"homeschooling is NOT fun. Trying to work from home and help 3 kids, I'm feeling stressed out and already had tears from my eldest todayits only Monday FFS!!","homeschooling is not fun. trying to work from home and help 3 kids, I'm feeling stressed, and already had tears from my receive",Homeschooling have bad aspect but it can help kids too!
704,What hurts the most? Is you not even telling me.keeping this from me. I trusted you.with everything I had.and you lied to me.:'( ..,"I am sorry about your having misled me, and I am trying to make up for lost time","It's really painful when you notice that was trusting a liar. From here on out, I'm going to be more alert."
705,Patho might be easier if I could pronounce half of the words in this packet help,I will try to get this over with and not hold back on every word.,"Patho might be easier if I could pronounce half of the words in this packet. So, I'll train the pronunciation, and then I'll be better at this."
706,Its been a while since i sat in a class and genuinely had no idea wtf was going on,"I'm stressed about class, but I'm glad it's over.",Was lost in class today but the fact I found it hard is a good thing because I will be challenged by it.
707,Why stuff me around so much for? I just had things totally sorted and now I'm super stressed twojobssucks frustrated,"People don't always do what they do, but it's how human nature is, and that's how nature is.","I just sorted things out, and I don’t feel like being stuffed now."
708,When you plan a weekend away the week before you move So much crap to do,planning a vacation It's great to have time to learn new things.,I’m so happy I could have had a weekend before I moved in.
709,"I have to work on my patience.. tutoring little kids is NOT helping !! :(( notagoodrolemodel >;,>;","I have to work on my patience as I have to work hard at tutoring. But it is okay, as long as I do that.",Tutoring little kids is not so easy as I need  to work on my patience. I need to be more patient.
710,Anything and everything is making me mad right now. CAN'T ANYONE WORK WITH ME HERE,I'm getting mad at myself for not working with people.  I'm a bit lazy and need to find someone new to work with.,I hope someone would help me in my work to ease my tension.
711,Omg!! Discount dance sent me Bloch 5 1x. I need 5 4x! I need pointe shoes now! wtf,My dance outfit could be worse but I will choose a new one soon.,I will get some new shoes to dance.
712,Love leaving the house at 7:15 and getting home at 10 = long days for the next 3. As I try to pack and get ready forthe holidays,I can't wait to get some time to myself to finish my love holidays with my family.,I love leaving home early to sleep sooner during the holiday.
713,Been such a long day! Drama is going to be the cause of my death,Not enjoying my day. Hopefully it's better than being on the streets,It's been such a long day! A lot of drama going on. But I'm confident that tomorrow will be a better day.
714,My possible grades range from being able to make the Dean's list to doing so bad I have to drop out FinalsAreWorthSoMuch crunch,I have a lot of possibility grades at the moment but I know I can get through this without having a mental breakdown.,I hope I do well in my Finals and come out with better results that I imagine.
715,I need to ingest some serious calories or I'm afraid I might pass out teaching lessons tonight. finalsweek noappetite,I need to consume some serious calories or I'm afraid I might pass out teaching lessons. I think I'm going to win the worlds first time.,I hope to improve my health to teach lessons tonight as it is finals’ week.
716,AP Bio lab report ???s have me questioning everything I write and by the end I'm not sure I understand life.,"I will stop worrying and studying and writing about my report, as I am sure I will pass it.",This lab report sure is tough but I'm glad I have the strength to handle all of it.
717,"I got so much to do, yet here I am, doing nothing. You'd think I'd by smarter than this by now","I got a lot to do, but here I am, doing nothing. I feel like going to get things done after I'm done.",I'm going to focus and finally stop procrastinating.
718,Thinking about my next two weeks is stressing me out already. 4 test next week and work almost everyday.,"I've been thinking about my future a lot lately, but it's time to buckle down and make it through the next few weeks.",After these really busy weeks I'll be able to finally relax!
719,"Ughh this is always the time of the year I hate end of semester means homework, exams, essays and projects D:","This is always the time of the year I hate end of semester, but at least I'm done with all this homework now.","The end of the semester is more busy, but a little longer, and it's all done"
720,"sooooo close to finishing my RE essay, but keep finding stuff iv missed out :(","It's close to finishing my Re essay, and keep finding stuff I missed. But I'll get to that, and then I'll be free and open to my creativity.","So close to finish my RE essay, reviewing the final details right now."
721,Goodnight all! House hunting tomorrow. You can only live with your in laws so long. Its rough two people living in one bedroom!!!!,I can't wait to be finished with my hunting!,Taking the step of leaving my in-laws' house makes me feel excited.
722,"I have no idea what to do, what to think and what to feel HelpMe",I'm pretty sure that If I pull through I will feel better and get help from someone.,I'm going to ask for support from friends and family to lift me out of my numbness.
723,When my bro tells my 4 year old cousin he ate chicken pizza LOOLL PricelessFace CoveringHisFace hahahahahahahaha,"When my 4-year-old cousin tells me he ate chicken pizza, I'm just thankful that his eater was totally cool.","It was soo funny to see my cousins reaction, that made my day."
724,Need to find a way to calm my mind and relax this week. Not what I expected to happen now!,I really enjoyed my time at calm and relaxed thanks to my friends.,"I will find a way to calm my mind, and relax this week, so I can feel better!"
725,"Podcast name change, cover art being redone. Seriously need a damn break. Car wreck, horse died, and changing names all in a week.",ive learned so much from this episode of car wreck and the next week I wont care too much about it.,"I have a lot going on this week, and I feel stressed. I am thankful this is not a typical week for me."
726,Can't believe I'm saying this but I need a coffee. tired runningonfumes collage coffie senioritis,ive been suprisingly able to recover from my tiredness and can't wait to get back to work.,A coffee now would make me relaxed
727,I will not survive social distancing until April 30th I need to work! Bout to get a job at McDonalds because at least they are open!!,"April 30th will be a new day, I'm going to have to change my life.",Because of the social distancing is hard to find a job but working at McDonalds is possible to at least I will have a job.
728,OH MY GOD This Whole Unemployed Business Is Actually Killing Me Now! Swear I'm Going Insane! unemployed bored,"Every job on the unemployment clock has a job, there's a job on every other job.  This is killing me, and it's getting me stressed.  I need to find another job, and it's so hard to find one.",Being unemployed doesn't feel good but soon this situation is going to end and I will find a job
729,I feel like I have been run over by a bus today. I just need a little break tired poor helpme justkeepswimming believe,"ive been running over a bus today which is very bad, but I am grateful that I can take a break and rest for a while.","I feel very tired today as if I have been run over by a bus, but a break would give me a very good relief."
730,"My face is so broken out, should have just worn a bag over my face. gross","It’s time to find a new style for my face, and a new bag.","Some people think my face is broken out, but thankfully I know better."
731,Thanks Ollie the owl for running out of batteries in the night so I got no sleep. why dont you make him chargeable. tired,I will be more mindful about the hours of work I just have to do owletop it.,"Despite the problems with Ollie the owl today, I can think of several advantages of having her"
732,There's nothing worst then losing a game when you try your hardest and then barely talking to girl,"Game was pretty terrible. Lost a game, but girl was better.",It's hard to talk to your girl after a lost game but it does add some experience to my belt.
733,"I will never work, take a summer class AND work with a personal trainer at the same time again tired stressed and","I have to work hard to be happy with my personal training, I can't wait for it to be over",I will have a less busy schedule next summer so I can enjoy it more.
734,What is worse than going to bed with a headache? Waking up with a headache.. :/,"I had a headache last night, but I will take good care of my head.","I woke up with a headache, but hopefully it goes away soon."
735,Our New President still bringing tears to my eyes. When will blame game rhetoric be replaced with his government decided policy?,"It’s good that the New President has been brought to the office, I’m sure that everything will work out the way that he wants.",Our policies by our new president is so good.
736,I'm doing really well in some class and bad in other classes I hate this,"I'm doing well in some class today, and bad in other classes I don't like this. But I learned that this is just a stage in life, and not a stage in life.","I'm doing well in some classes, in others, I need to challenge myself to do better."
737,Studying is a loss cause in my case I can't pay attention long enough for it,I should plan to spend money not just for studying but for other things so that I can be productive,"I know that when I find didactic alternatives to study, I can solve the problem of paying attention."
738,Been over stressed this week and not sleeping. Waking up at 4 when my melatonin drops and can't get back to sleep. :(,I have slept too much this week but I am glad I get to rest at night.,I should sleep well to take care of my health.
739,"When you want a hug from your best friend, but she's nowhere to be found <;<;<;",I'm grateful I have a best friend to talk to while I'm at work.,I love my best friend because she gives the best hugs.
740,"First thing I did when I woke up this morning: Paint my nails in bed, red. A preemptive pick-me-up",I'm pretty sure that I will paint my nails in the best way ever!,Painting my nails will make me more attractive.
741,"Lots of ginger and lemon tea, vitamin C, and water today, gotta nip this in the butt before it gets worse. wintercold",I'm happy with all the delicious baked goods I have today!,"Got myself some lemon tea and vitamin C, self-care for my cold. I'll be better in no time."
742,You know it's a bad day when even tea doesn't make you feel better uni deadlines,"It’s a bad day when even tea doesn’t make you feel better. But, I feel energized, and grateful to be alive.","A deadline is nothing but the end of a given time period. If I had organized myself since the time was given, today could be a good day."
743,Really hoping tomorrow isn't too bad :/ Have a feeling I won't be sleeping much tonight,Hopefully tomorrow will be a good day sleep and rest!,Tommorrow will be good day for me and trying to find some rest tonight  for Tommorrow.
744,seems a little ridiculous that we need to be out of the residence halls by noon the day after I have two finals.,I have two finals this day but after I finish them I can go out and have a fun time.,"Will be a test for me to move out of the residence hall by noon, since I alos have two finals."
745,Hate coming into school on own clothes day. Even if I see people posting it on twitter I still wonder whether it is!,I have to learn that I shouldn’t be wearing clothes that come in from other schools.,"The school should learn to communicate better on when on clothes days are, so there is no confusion."
746,Everyone in Panas would be sick if they chose today to have a Fire Drill   stop,It would be better if they had a Fire drill.,Fire drills teach people safety.
747,Can not stand looking at my phone at half five just after work and having like 5 messages asking for favours pronto Stressed LeaveMeBe,"I'm going to focus on stopping social media from being overwhelmed, and that means I will have more people to speak to about what I am going to do with in the future.","I need to leave things from work to work, I cannot be stressed with messages during the night. It is essential to wake up well."
748,Thank god i left my 2nd job cus i cant even do school and my 1st job now wtf,"I've got two jobs to do, one of which is a looong time, and the other one is a short time!","After leaving my second job, I'm now able to be more focused and dedicated in school and my first job."
749,Watching an advert for a new game and it says ' not actual game footage' why put it on tv you wouldnt even know wtf your buying,"watching an ad that says it isn't real is annoying, but it is something else I cannot wait to try watching it.","I saw a commercial for a game I really want to buy, and I can't wait to play it!"
750,I'm sorry for those of you who come into contact with me for the next week!,"I need to find more friends and get them to meet me at the right time, I've been doing a good job!",I am thankful for all the people who put up with me when I have a bad week.
751,Of course everything would all go wrong at the last minute! About to lose my mind! PunchingBagPlease,I have a lot of things to do right now but once I get this done it means that things will go right.,"Well, I have to refocus and fix all the things that went wrong."
752,to hear a disabled lady was suck in the multi story car park tonight for 45mins plus She called for help and no one came ? She called the hospital the car park system,"Even though I need to see a doc I like the disabled lady in the hospital, at least she could get some free care.","It’s terrible to know that an older woman had to put up with something like that, but I’m relieved to know that at least it wasn’t me."
753,"I hate that a stupid, rude remark made weeks ago is still eating at me. I wish I could talk to him about what you said.","I don't like that a stupid, rude comment made weeks ago. I wish I could talk to him about what you said, but I hope he would understand.","I need to be more mature and learn to deal with things, I can't let a simple comment made for weeks consume me."
754,A big thank you and well done to Hugh 'know how' guy at Currys for dealing with my mother and I today!,I'm thankful to have a dad who is able to help me with my life.,Currys have been so amazing in heling me and my mum in store.
755,feel rather sick to my stomachjust need to get through 3pm and then I'll feel better. Thank god I'm not eating anything soon,"feel sick to my stomach, but I'm grateful that I'm not eating much.  I'm glad I'm not eating much, because it gives me a reason to feel better.",I'm glad I have nothing in my stomach right now because I don't feel so well.
756,SO READY FOR SPRING BREAK! I need a get away in a real bad way!,I'm so thankful that I have the chance to be a grown-up today.,I'm ready to get away over Spring Break!
757,"My life is so busy, handling school, babe, friends, the gym, eating right, and keeping up w/my two online classes..",My life is very busy. I have to be happy.,I am proud of my ability to stay on top of my priorities and goals.
758,Thinking about June and all that's going on this month is making me feel sick,I'm not feeling much better but hopefully in June I'll be feeling better.,I'm looking forward to seeing how much I can get done this month.
759,Its all getting a bit too much for my pea sized brain to handle !! confused toomuchtodo,"My brain is a little overwhelmed, but I'm trying to get some help to calm it down.","I know this is too much for my pea sized brain, but I am sure I have the will power to handle it inspite of all the confusion."
760,Feeling Stressed? Get us on for the best chilled out tunes on Cwtch on the Couch till 1am!,ive been able to chill out quite a bit on the Couch but at least I get to chill a lot.,Check out some chill tunes on Cwtch on the Couch. Goin' till 1 AM
761,Considering I didn't sleep till 4am I took the longest nap ever. And I'm still tired.,"I took my nap for 4 hours, but I am going to go to bed now.",I didn't sleep till 4am I took the longest nap ever. And I'm still tired. I have to be productive
762,Guys this paper is due by midnight and I'm still 262 words short of the length requirement :/,"It's a shame my deadline is midnight, as I'm going to have to work long and get the assignment done before I can go back to bed.",I will put my everything this night to finish this paperwork! Everything will be alright.
763,I seriously think I could get 12 hours of sleep and still wake up tired :(,I hope I can sleep for sometime after this difficult sleep.,I need to learn that sleeping 8 hours a day is the optimal.
764,I'm so done with everything right now and that just pushed me over the edge. Going to sleep now. Sick Irritated,ive been very tired but I can take rest.,I am done with everything and feel tired. A good sleep would help me now.
765,"Between flying back east for the funeral n now trying to move into a new apartment, I don't know if my stress will allow me the energy to write  writerslife indieauthors authors indie",Between moving back from the funeral and the planning I'm really looking forward to getting this work done.,I'll need a break between going to the funeral and finding a new apartment to move into. At least I'll have less stress on my back by stepping away from writing.
766,Can somebody please tell me what career I want to do for the rest of my lifebecause I obviously have no clue confused,Im sure if I decide to give up working so that I can get a career that I want to do for the rest of my life.,I don't have an idea of what I want to do yet with my career but I have lots of time to decide.
767,It is times like these that make me wish that I lived somewhere else frustrated,It's a bit stressful living somewhere else,"Even when times are difficult and frustrating, I value my strength to stay here and accept these challenges."
768,Feeling really run down this Monday morning. Ridiculous cold sore on my nose and I could hardly sleep last night. Long day ahead.,Hopefully a good night's sleep will get me feeling better again.,"Feeling ill is going to make my day harder, so I'm going to make sure I get a lot of rest tonight."
769,Im so afraid to run into someone from administration b/c I deadass dont think I can control myself,I'm afraid to run into someone from the office of the people I'm supposed to control.,Might run into someone from administration today but when it happens I can deal with it.
770,Classes started on Tuesday and I'm already counting down the number of days until this semester is over,"classes are starting on Tuesday, and I'm already counting down the days until this semester is over, but that will be a great experience for me.",I cannot wait for this semester to be over so that I can have some peace of mind.
771,"I've n0tice, last f0ll0wing days im s0 Tired and . . Ah cgur0, need to have a","I'm tired of all the things I have to do, but when I get up I can be happy and active.","I've notice, last following days I feel tired, but who isn't, right?"
772,"sex, cuddling, and bacon are supposed to relieve stressout of luck on all three :( helpplease","sex, cuddling, and bacon are supposed to relieve stress of all three, but I'm glad I have people to do it.",Taking this time to learn healthier coping mechanisms
773,Of course the traffic is the worst I've ever seen it when I need to get somewhere,I hope the traffic is not as bad as it is when I get to see it.,The traffic is intense but at least it give me time to read my book.
774,"Huntin for a dummy, wen I left the house there was two here sumwhere! Aleiah walkin round cryin sayin 'nummy'. !",I'm sure I'll find my way through the school after I leave!,"I can't find any dummies, but I know it must be here somewhere."
775,I dont feel physically sick. But mentally. My mind is twisting in so many ways.,"I feel physically sick, but I am going to go through it since I am a strong person.",I hope I get into a better frame of mind mentally in the coming days.
776,Customer service absolutely shocking! In dispute with an 82 year old woman; no contact to explain payment change! Direct debit from 91 to over 600 a month for electricity! Her house is mostly gas I might add and she lives alone! tearsdisrespect,"I should change the customer service, but the problem with the old woman and the customer service really needs to be improved.",I'll hang up and call again to try to get a new agent on the phone who will better understand my needs.
777,When life is so shitty u literally laugh and be like wtf do u have lined up for me next shitday nocar,"It's alright to be sad and laughing, but tomorrow is a new day.","When life is hard, you laugh and wait for the next big thing"
778,Today is the kind of day where you walk in the house door and immediately make a drink.,People usually like to walk in the house and wait for you to make a drink. So that's today for me.,After having the drink at home will make the today feel lighter.
779,It was a really weird strange meeting. It was worthless. And stupid. I hated it. I feel bogged down. thingscathysays,People usually like to meet and talk to them. Why? meeting was interesting,"The meeting could have been better, because I don't feel good. But, I'll feel better soon."
780,why am i still awake?? ohh yeah cause i take 10 hours to pack for a week long trip overpackerprobs,"I'm ok, I haven't had a long trip overpacked, but I'll probably get a lot done over the next few days.","Even though I have to stay up late packing, I'm just thankful that I get to take this trip."
781,"Sometimes, face your problems head on. Other times, avoid them like the plague until they sort their lives out stressed x","People can be difficult to face and deal with, but I need to be grateful for the fact that I am alive.",Deciding when to face my problems or relax x
782,"I hate this weather . All I wanted to do was go out, play a game of netball and have an hour of not doing any work . But no .",ive been able to play a game of netball and have an hour of not doing any work but I need to be grateful for that.,"Couldn't play netball or work-out today due to bad weather, I'll try to get some fun and work-out time tomorrow."
783,I'd do just about anything to be laying in this sunshine with a twisted tea right about now.,"ive learned to ignore the sun and drink some tea, to relax",I'm really looking forward to laying in the sunshine with a Twisted Tea.
784,Definitely been a morning to forget. Who knew planning a funeral could be so difficult and draining?,"It was a great morning to forget. Planning a funeral is a bit of a headache, but the thought of having to remind myself is good for the rest of the day.","This has been a tough morning, as planning tnis funeral has worn me out but this has been an experience for me."
785,my aunty isnt going tomorrow ffs :(! so gotta try sort plans out to bring my cousin,"it's a great opportunity to have my cousin to help me with my schedule, even if it's not perfect.","My aunt isn't going tomorrow, so I am making a plan to bring my cousin over, I really miss him"
786,I can't wait for this semester to be over so I never have to take another math class.,I'm eagerly awaiting for this semester to end so that I never have to take a math class. But I'm glad it's almost over.,"Even thought I don't like math, I see it as an opportunity to improve my mental quickness!"
787,Monk came over and I tried to introduce myself but I forgot my name tired,The Monk was very interested in my presentation so I decided to give him my best.,"I actually managed to forget my own name, still I'm brave meeting Monk when I'm so tired and not just going to sleep."
788,Are you as out as we are? A steamy cup of Mint Moringa Leaf Tea will cure what ails ya! At least for several minutes,"I'm glad I can handle tea, which can be a long night.",It is always good to start the day with a steamy cup of Mint Moringa Leaf Tea.
789,so my mom basically put it all on me to decide if we were moving back or not,mom basically put it all on me to decide if we were moving back or something. I love being able to choose.,so my mom basically put it all on me to decide if we were moving back or not. I'm glad she trusts me so much.
790,"Worst day. 12 hours of school every Monday all summer, very bad idea! caseofthemondays studentlife","I must say, this is a difficult week, but I have days to learn and to get through this last week, everything went well.",Have school in the summer but it's going to be great for my grades.
791,Your information but you ask people if you can tell them. The heck why call it yours. Sorry for ranting,People usually have bad feelings and that's normal.,Some clarification is needed regarding what is considered your information.
792,I neva knew shopping got you this tired and i aint even done half of it,"I didn't have time to shopping, but luckily I have done half of it today.","I am so tired from shopping, but it was a lot of fun."
793,So stressed about how much work I need to do that I can't start working or think about working :/ problem,"I have too much work to do, so I have to relax and work diligently.","So stressed about how much work I need to do, on other the hand I'm thankful for having a job in these difficult times."
